ubicacion,lugar_especifico,fuente,rating,comentario,fecha_resena,comentario_limpio,n_palabras,es_spam,idioma,idioma_det,comentario_nlp,n_palabras_nlp
La Paz,,trip,,tolerar agua fría viento libro tour conocido barco frío nunca haría tour reservado nosotros baja tours guías fantástico camino de agua fría nosotros nadar leones manejar ver tiburón ballena delfines resaltar tour atrás evitar tour barco pequeño sentir cada marido tiene sol viento frío bien todo el tiempo un dedo isla parar decir días continuos viaje paz regresó tierra marido cena decidido haría un tour a tiempo parcial año frío nosotros grandes deportes acuáticos la gente sabe pareja vino paz muchos deportes acuáticos disponibles amor agua orilla creo que pagado por persona incluye almuerzo aletas traje de neopreno usar costoso paseo en barco nosotros,,tolerar agua fría viento libro tour conocido barco frío nunca haría tour reservado nosotros baja tours guías fantástico camino de agua fría nosotros nadar leones manejar ver tiburón ballena delfines resaltar tour atrás evitar tour barco pequeño sentir cada marido tiene sol viento frío bien todo el tiempo un dedo isla parar decir días continuos viaje paz regresó tierra marido cena decidido haría un tour a tiempo parcial año frío nosotros grandes deportes acuáticos la gente sabe pareja vino paz muchos deportes acuáticos disponibles amor agua orilla creo que pagado por persona incluye almuerzo aletas traje de neopreno usar costoso paseo en barco nosotros,104,True,es,otro,,0
La Paz,,trip,,viaje isla atrás cuerpo duro botes pequeño poco profundo playa isla horas atrás pequeño hace paseo parado organizarse parar recomendar viaje menos invierno,,viaje isla atrás cuerpo duro botes pequeño poco profundo playa isla horas atrás pequeño hace paseo parado organizarse parar recomendar viaje menos invierno,23,False,otro,es,viaje isla atrás cuerpo duro bote pequeño profundo playa isla hora atrás pequeño paseo parado organizarse parar recomendar viaje invierno,20
La Paz,,trip,,excelente experiencia todo espectacular tours a islas nado leones debe paz,,excelente experiencia todo espectacular tours a islas nado leones debe paz,11,False,es,es,excelente experiencia espectacular tour isla nadar león debe paz,9
La Paz,,trip,,primera vez haciendo snorkel entre leones increíble pude ver nueva vida cachorros coral ver muchos peces diferentes impresionante familia esperar volver personal conocedor vida silvestre historia islas visto,,primera vez haciendo snorkel entre leones increíble pude ver nueva vida cachorros coral ver muchos peces diferentes impresionante familia esperar volver personal conocedor vida silvestre historia islas visto,28,False,otro,es,hacendar snorkel león increíble poder ver nueva vida cachorro coral ver pecar diferente impresionante familia esperar volver personal conocedor vida silvestre historia isla vestir,24
La Paz,,trip,,"tours a la isla, muy divertidos, tours a lugares maravillosos, hermosas, limpias, diferentes playas privadas de agua azul, también se puede practicar snorkel, lugares increíbles, muchos peces diferentes, animales, también parte de los tours, cerca de la isla, leones capaces de nadar cerca de la temporada de apareamiento, temporada de bebés, tours según el clima, viento, los tours incluyen comida, sin embargo, siempre se sugiere llevar bocadillos, tal vez beber, definitivamente, tomar sombras, protector solar, cámara, ya que quiero llevarlo a todos lados, se moja, en general, siempre es genial ir a la isla.",,tours a la isla muy divertidos tours a lugares maravillosos hermosas limpias diferentes playas privadas de agua azul también se puede practicar snorkel lugares increíbles muchos peces diferentes animales también parte de los tours cerca de la isla leones capaces de nadar cerca de la temporada de apareamiento temporada de bebés tours según el clima viento los tours incluyen comida sin embargo siempre se sugiere llevar bocadillos tal vez beber definitivamente tomar sombras protector solar cámara ya que quiero llevarlo a todos lados se moja en general siempre es genial ir a la isla,94,False,es,es,tour isla divertir tour maravilloso hermoso limpia diferente playa privado agua azul poder practicar snorkel increíble pecar diferente animal tour cerca isla león capaz nadar cerca temporada apareamiento temporada bebé tour clima viento tour incluir comida embargo sugerir llevar bocadillo tal beber definitivamente tomar sombrar protector solar cámara querer llevarlo lado mojar general genial isla,55
La Paz,,trip,,"Necesito alquilar un barco, conseguir una isla, vale la pena pagar el viaje, un pedacito de paraíso, suerte, ver la vida.",,necesito alquilar un barco conseguir una isla vale la pena pagar el viaje un pedacito de paraíso suerte ver la vida,21,False,es,es,necesitar alquilar barco conseguir isla vale pena pagar viaje pedacito paraíso suerte ver vida,14
La Paz,,trip,,guía turístico impresionante izquierda paz malecón nos llevó isla nadamos leones nos llevó playa privada hermosa muy recomendable paciente niños tour privado gente comprada,,guía turístico impresionante izquierda paz malecón nos llevó isla nadamos leones nos llevó playa privada hermosa muy recomendable paciente niños tour privado gente comprada,24,False,es,es,guía turístico impresionante izquierda paz malecón llevar isla nadar león llevar playa privado hermoso recomendable paciente niño tour privado gente comprar,21
La Paz,,trip,,Hicimos una excursión a la isla haciendo snorkel nadando leones gran día,,hicimos una excursión a la isla haciendo snorkel nadando leones gran día,12,False,es,es,hacer excursión isla hacendar snorkel nadar león gran,8
La Paz,,trip,,quiero encontrar isla colores claros conchas realmente paraíso,,quiero encontrar isla colores claros conchas realmente paraíso,8,False,otro,es,querer encontrar isla colorar claro concha realmente paraíso,8
La Paz,,trip,,aguas increíbles sombras azul verde nadar leones tiburones ballena bastante desiertas playas idílicas usado rojo libro de viajes excursiones en barco guías conocedores proporcionar excelente día,,aguas increíbles sombras azul verde nadar leones tiburones ballena bastante desiertas playas idílicas usado rojo libro de viajes excursiones en barco guías conocedores proporcionar excelente día,26,False,es,es,agua increíble sombrar azul verde nadar león tiburón ballena desierto playa idílico usar rojo libro viaje excursión barco guía conocedor proporcionar excelente,22
La Paz,,trip,,fui a baja tours realmente genial conocedor vida marina naturaleza regreso se detuvo encontrar ballenas conocí a una aunque temporada alta colores naturaleza animales ver lotes fantásticos leones viaje lleno de baches vientos fríos a pesar de ser genial,,fui a baja tours realmente genial conocedor vida marina naturaleza regreso se detuvo encontrar ballenas conocí a una aunque temporada alta colores naturaleza animales ver lotes fantásticos leones viaje lleno de baches vientos fríos a pesar de ser genial,39,False,es,es,ir baja tour realmente genial conocedor vida marina naturaleza regreso detener encontrar ballena conocer temporada alta colorar naturaleza animal ver lote fantástico león viaje lleno bache viento frío pesar genial,30
La Paz,,trip,,islas vírgenes hermosas feliz capaz experiencia belleza,,islas vírgenes hermosas feliz capaz experiencia belleza,7,False,otro,es,isla virgen hermoso feliz capaz experiencia belleza,7
La Paz,,trip,,tomar un viaje de un día isla espíritu santo combinar parada nadar tiburones ballena aún mejor guía nos llevó agradable snorkeling playa nadar leones se detiene en el camino colocar pájaros detectar uno de patas azules también fragata colonia de aves vio gran apareamiento resaltar leones de agua toneladas pescado almuerzo fresco ceviche playa fría increíble necesidad traje de neopreno agua fría fui contento viaje se fue temprano operadores viento llega la tarde traer capas reventadas luz rápido viaje de regreso puerto,,tomar un viaje de un día isla espíritu santo combinar parada nadar tiburones ballena aún mejor guía nos llevó agradable snorkeling playa nadar leones se detiene en el camino colocar pájaros detectar uno de patas azules también fragata colonia de aves vio gran apareamiento resaltar leones de agua toneladas pescado almuerzo fresco ceviche playa fría increíble necesidad traje de neopreno agua fría fui contento viaje se fue temprano operadores viento llega la tarde traer capas reventadas luz rápido viaje de regreso puerto,82,False,es,es,tomar viaje isla espíritu santo combinar parada nadar tiburón ballena mejor guía llevar agradable snorkeling playa nadar león detener camino colocar pájaro detectar pata azular fragata colonia ave ver gran apareamiento resaltar león agua tonelada pescado almuerzo fresco ceviche playa frío increíble necesidad traje neopreno agua frío ir contento viaje temprano operador viento llegar tarde traer capa reventar luz rápido viaje regreso puerto,63
La Paz,,trip,,isla espíritu santo uno lugares asombrosos alguna vez obtener barco aventura preparar cámara traje de baño vida marina abundante creer ojos contraste colores cielo azul roca formaciones de arena hacer viaje recordar barco isla lleno hermoso hacer querer volver descubrir cada,,isla espíritu santo uno lugares asombrosos alguna vez obtener barco aventura preparar cámara traje de baño vida marina abundante creer ojos contraste colores cielo azul roca formaciones de arena hacer viaje recordar barco isla lleno hermoso hacer querer volver descubrir cada,41,False,es,es,isla espíritu santo asombroso alguno obtener barco aventura preparar cámara traje baño vida marina abundante creer ojo contraste colorar cielo azul roca formación arena viaje recordar barco isla lleno hermoso querer volver descubrir,33
La Paz,,trip,,tiempo recomendar viaje consciente tomar día isla bastante cerca colonia de leones marinos en realidad roca isla norte isla norte espíritu santo bote se fue hora tarde tomó horas minutos obtener tiempo de viaje de regreso mucho grupo buceó con chalecos salvavidas parecía todavía capaz disfrutar de la experiencia un camino de regreso se detuvo calma bahía otro snorkel arrecife de coral excelente comida barco tomar refrigerios tomar cámara submarina quiero compartir experiencia,,tiempo recomendar viaje consciente tomar día isla bastante cerca colonia de leones marinos en realidad roca isla norte isla norte espíritu santo bote se fue hora tarde tomó horas minutos obtener tiempo de viaje de regreso mucho grupo buceó con chalecos salvavidas parecía todavía capaz disfrutar de la experiencia un camino de regreso se detuvo calma bahía otro snorkel arrecife de coral excelente comida barco tomar refrigerios tomar cámara submarina quiero compartir experiencia,73,False,es,es,tiempo recomendar viaje consciente tomar isla cerca colonia león marino realidad roca isla norte isla norte espíritu santo bote hora tarde tomar hora minuto obtener tiempo viaje regreso grupo bucear chaleco salvavidas parecer capaz disfrutar experiencia camino regreso detener calma bahía snorkel arrecife coral excelente comida barco tomar refrigerio tomar cámara submarino querer compartir experiencia,55
